page_no,title,price,condition,photo_link
7,Apple MacBook AIR 2018 2019 Bottom Case ONLY fits A1932  Mac RK1799,$30.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/uQwAAOSwi-Bee9zJ/s-l225.jpg
7,Apple Mac iBook A1005 Untested,$24.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/280AAOSwzq5f065J/s-l225.jpg
7,"9SS77 APPLE MAC BOOK PRO LAPTOP COMPUTER, SOLD AS IS, UNTESTED, NO POWER SUPPLY",$199.99,Parts Only,https://i.ebayimg.com/thumbs/images/g/bwAAAOSwPW9d0Gt2/s-l225.jpg
7,Vintage Apple MAC iBook Computer FOR PARTS/REPAIR  E9,$29.99,Parts Only,https://i.ebayimg.com/thumbs/images/g/yL4AAOSwEVhfwG56/s-l225.jpg
7,"Mac Pro 15.4"" Laptop Mid 2007 - Parts/Repair",$50.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/uV0AAOSw9CNequQz/s-l225.jpg
7,*BROKEN PARTS* MACBOOK PRO 13'' RETINA 2013 KEYBOARD BATTERY MAC LAPTOP CASE,$142.22,Parts Only,https://i.ebayimg.com/thumbs/images/g/zLsAAOSwn~JeH0Ze/s-l225.jpg
7,APPLE MacBook Pro 13 Inch Model A1708 Laptop Computer Mac Empty Box Only,$33.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/TJAAAOSwd~FezEtO/s-l225.jpg
7,Apple Macintosh G4 PowerBook LOT OF 2 LAPTOPS UNTESTED AS IS ,$116.64,Parts Only,https://i.ebayimg.com/thumbs/images/g/7xEAAOSwc7NfcTfM/s-l225.jpg
7,Apple Mac book A1150 Laptop Parts,$65.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/o7oAAOSwJxpfHMxn/s-l225.jpg
7,MacBook Pro 15 inch Touch Bar i7 2.6 GHz 16GB RAM 500GB locked IC,$420.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/GY4AAOSwq1tfns4f/s-l225.jpg
7,"13"" MacBook Air, 2012, Water Damage, Mac Apple",$190.28,Parts Only,https://i.ebayimg.com/thumbs/images/g/D60AAOSwSk5ckzPA/s-l225.jpg
7,"Macintosh PowerBook G4 A1106 15"" SOLD AS IS FOR PARTS",$48.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/oVoAAOSw~MFfq~4O/s-l225.jpg
7,Mac Book Pro A1260 - (Read Description) Missing parts,$133.08,Parts Only,https://i.ebayimg.com/thumbs/images/g/bFMAAOSwyCpfrv6f/s-l225.jpg
7,Mac Book For Parts (RAM issues),$99.00,Parts Only,https://i.ebayimg.com/thumbs/images/g/574AAOSwv8Nf~2xA/s-l225.jpg
7,"MacBook Pro 17"" A1297 Late 2011 2.4GHZ i7/ 16GB RAM/ 1TB SSD/ Mac OSX 10.13.6","$1,099.99",Refurbished,https://i.ebayimg.com/thumbs/images/g/nwUAAOSwomdfSqJ-/s-l225.jpg
7,"Apple MacBook A1181 13.3"" Intel C2D 2GB SDRAM 80GB HDD Mac OS X 10.7",$699.00,Pre-Owned,https://i.ebayimg.com/thumbs/images/g/-r0AAOSwvupbrDo2/s-l225.jpg
